x,y,z
0.02729045, 0.5262125, 0.5730994
0.02729045, 0.5261912, 0.5769981
0.02729045, 0.5263643, 0.6198831
0.02729045, 0.5246306, 0.668616
0.02729045, 0.5255592, 0.7309942
0.02729045, 0.5262741, 0.7348928
0.02729045, 0.526741, 0.9766082
0.02923977, 0.5260988, 0.0662768
0.02923977, 0.5263441, 0.1033138
0.02923977, 0.52606, 0.1461988
0.02923977, 0.5264696, 0.202729
0.02923977, 0.526561, 0.2105263
0.02923977, 0.5262852, 0.2241715
0.02923977, 0.5240902, 0.288499
0.02923977, 0.5259453, 0.3411306
0.02923977, 0.5261892, 0.3508772
0.02923977, 0.5260662, 0.3820663
0.02923977, 0.5255538, 0.4951267
0.02923977, 0.5247822, 0.6666667
0.02923977, 0.5254759, 0.7017544
0.02923977, 0.5281711, 0.7621832
0.02923977, 0.526933, 0.871345
0.02923977, 0.5235034, 0.9025341
0.02923977, 0.5253313, 0.9298246
0.02923977, 0.5260109, 0.9688109
0.03118908, 0.5259167, 0.09356725
0.03118908, 0.5259564, 0.1130604
0.03118908, 0.5268904, 0.2397661
0.03118908, 0.5271636, 0.2417154
0.03118908, 0.5278242, 0.2495127
0.03118908, 0.5255396, 0.2670565
0.03118908, 0.5256991, 0.3001949
0.03118908, 0.5259835, 0.4191033
0.03118908, 0.5260382, 0.4580897
0.03118908, 0.5250898, 0.4736842
0.03118908, 0.5259606, 0.5380117
0.03118908, 0.5253205, 0.5633528
0.03118908, 0.5259808, 0.6179338
0.03118908, 0.5251799, 0.668616
0.03118908, 0.5251113, 0.7017544
0.03118908, 0.5286645, 0.7582846
0.03118908, 0.526509, 0.7699805
0.03118908, 0.5256624, 0.7758285
0.03118908, 0.522888, 0.7933723
0.03118908, 0.5231946, 0.7992203
0.03118908, 0.5275203, 0.8382066
0.03118908, 0.5272759, 0.877193
0.03118908, 0.5242208, 0.9181287
0.03118908, 0.5271389, 0.9824561
0.03118908, 0.5276775, 0.9922028
0.0331384, 0.5259453, 0.05653021
0.0331384, 0.5256159, 0.09551657
0.0331384, 0.5279451, 0.251462
0.0331384, 0.5243315, 0.2846004
0.0331384, 0.5256262, 0.3118908
0.0331384, 0.5258139, 0.3489279
0.0331384, 0.5258353, 0.3547758
0.0331384, 0.5254983, 0.3781676
0.0331384, 0.5255582, 0.380117
0.0331384, 0.5259857, 0.3918129
0.0331384, 0.525618, 0.4191033
0.0331384, 0.5261022, 0.4463938
0.0331384, 0.5256239, 0.4639376
0.0331384, 0.5250129, 0.5477583
0.0331384, 0.5249872, 0.5594542
0.0331384, 0.5256007, 0.5672514
0.0331384, 0.5254144, 0.668616
0.0331384, 0.5264345, 0.6822612
0.0331384, 0.5264915, 0.6861598
0.0331384, 0.526132, 0.6920078
0.0331384, 0.5287468, 0.7543859
0.0331384, 0.5259748, 0.8635477
0.0331384, 0.5273528, 0.8752437
0.0331384, 0.525768, 0.9707602
0.0331384, 0.5275025, 0.9863548
0.03508772, 0.5261161, 0.03508772
0.03508772, 0.5253713, 0.08382066
0.03508772, 0.5253422, 0.08576998
0.03508772, 0.5255265, 0.1773879
0.03508772, 0.5264499, 0.1910331
0.03508772, 0.526731, 0.1949318
0.03508772, 0.5262927, 0.2105263
0.03508772, 0.5277819, 0.2475633
0.03508772, 0.5254543, 0.3196881
0.03508772, 0.5253788, 0.3411306
0.03508772, 0.5254865, 0.3840156
0.03508772, 0.5257915, 0.4015594
0.03508772, 0.5255319, 0.4093567
0.03508772, 0.5254838, 0.5867447
0.03508772, 0.5265055, 0.6003898
0.03508772, 0.5266978, 0.6471735
0.03508772, 0.5227391, 0.7212476
0.03508772, 0.5272483, 0.8732944
0.03508772, 0.5276099, 0.8791423
0.03508772, 0.5266576, 0.8888889
0.03508772, 0.5241156, 0.9044834
0.03508772, 0.5263578, 0.9415205
0.03508772, 0.5254217, 0.9551657
0.03703704, 0.5261459, 0.02729045
0.03703704, 0.52498, 0.0877193
0.03703704, 0.5247132, 0.1169591
0.03703704, 0.5244849, 0.1345029
0.03703704, 0.5250724, 0.2241715
0.03703704, 0.5250655, 0.2261209
0.03703704, 0.5249738, 0.2768031
0.03703704, 0.5251452, 0.3274854
0.03703704, 0.5250183, 0.417154
0.03703704, 0.5280612, 0.5243665
0.03703704, 0.5260928, 0.6101364
0.03703704, 0.525826, 0.6725146
0.03703704, 0.5259547, 0.6783625
0.03703704, 0.5235599, 0.7037037
0.03703704, 0.5221117, 0.7134503
0.03703704, 0.5225333, 0.7212476
0.03703704, 0.5253842, 0.8518519
0.03703704, 0.5270439, 0.871345
0.03703704, 0.5243005, 0.9122807
0.03703704, 0.5265154, 0.9317739
0.03703704, 0.52611, 0.9473684
0.03898636, 0.5264522, 0.0331384
0.03898636, 0.5256495, 0.0545809
0.03898636, 0.524919, 0.06822612
0.03898636, 0.5248276, 0.07407407
0.03898636, 0.5248082, 0.1481481
0.03898636, 0.5257673, 0.17154
0.03898636, 0.5254486, 0.2163743
0.03898636, 0.5251543, 0.2787524
0.03898636, 0.5248883, 0.3333333
0.03898636, 0.5250977, 0.3508772
0.03898636, 0.5248879, 0.3781676
0.03898636, 0.5247783, 0.4269006
0.03898636, 0.524898, 0.460039
0.03898636, 0.5237373, 0.4775828
0.03898636, 0.523618, 0.4795322
0.03898636, 0.5257858, 0.5477583
0.03898636, 0.5255765, 0.5730994
0.03898636, 0.5240769, 0.6978558
0.03898636, 0.5244554, 0.7309942
0.03898636, 0.5221487, 0.7953216
0.03898636, 0.5237105, 0.8070176
0.04093567, 0.5237665, 0.1189084
0.04093567, 0.527024, 0.1832359
0.04093567, 0.5272939, 0.2046784
0.04093567, 0.5257071, 0.214425
0.04093567, 0.5248962, 0.2222222
0.04093567, 0.5275403, 0.3021443
0.04093567, 0.5274979, 0.3040936
0.04093567, 0.5247453, 0.3547758
0.04093567, 0.5246234, 0.3606238
0.04093567, 0.5253415, 0.3918129
0.04093567, 0.5246342, 0.4230019
0.04093567, 0.5248274, 0.5048733
0.04093567, 0.5254467, 0.5575049
0.04093567, 0.5248242, 0.6881092
0.04093567, 0.5241073, 0.6939571
0.04093567, 0.5221258, 0.7992203
0.04093567, 0.5265974, 0.8265107
0.04093567, 0.5257436, 0.920078
0.04093567, 0.5247831, 0.9590643
0.04288499, 0.5267853, 0.02729045
0.04288499, 0.5267603, 0.03508772
0.04288499, 0.5236458, 0.08966862
0.04288499, 0.5234603, 0.09941521
0.04288499, 0.5234148, 0.1306043
0.04288499, 0.5251288, 0.1598441
0.04288499, 0.528232, 0.1949318
0.04288499, 0.5275424, 0.2046784
0.04288499, 0.5266012, 0.2417154
0.04288499, 0.5243979, 0.4522417
0.04288499, 0.522932, 0.4795322
0.04288499, 0.5241656, 0.6900585
0.04288499, 0.5248314, 0.7329435
0.04288499, 0.5273002, 0.748538
0.04288499, 0.5271392, 0.871345
0.04288499, 0.5254529, 0.9005848
0.04483431, 0.5258355, 0.04873294
0.04483431, 0.5281658, 0.2534113
0.04483431, 0.524227, 0.3723197
0.04483431, 0.5241056, 0.4502924
0.04483431, 0.5228551, 0.4756335
0.04483431, 0.5226128, 0.4795322
0.04483431, 0.5234569, 0.4990253
0.04483431, 0.5240505, 0.5048733
0.04483431, 0.5268576, 0.5165692
0.04483431, 0.5258427, 0.5594542
0.04483431, 0.5230386, 0.7231969
0.04483431, 0.527509, 0.7543859
0.04483431, 0.5216311, 0.7992203
0.04483431, 0.5262467, 0.8304093
0.04483431, 0.5269244, 0.9317739
0.04483431, 0.5276291, 0.9922028
0.04678363, 0.5259549, 0.01169591
0.04678363, 0.5269468, 0.03508772
0.04678363, 0.5226559, 0.1247563
0.04678363, 0.5240923, 0.1461988
0.04678363, 0.5279004, 0.1793372
0.04678363, 0.5283004, 0.1832359
0.04678363, 0.5279613, 0.251462
0.04678363, 0.5279494, 0.2553606
0.04678363, 0.5262826, 0.2826511
0.04678363, 0.5247493, 0.331384
0.04678363, 0.5248181, 0.4230019
0.04678363, 0.5236836, 0.5048733
0.04678363, 0.528194, 0.539961
0.04678363, 0.5261214, 0.5925926
0.04678363, 0.5216817, 0.7153996
0.04678363, 0.5272194, 0.7524366
0.04678363, 0.523055, 0.7836257
0.04678363, 0.5216008, 0.791423
0.04678363, 0.5252187, 0.8245614
0.04678363, 0.5258626, 0.8421053
0.04678363, 0.5255132, 0.8615984
0.04678363, 0.528043, 0.8810916
0.04678363, 0.5261832, 0.8966861
0.04678363, 0.5274191, 0.9922028
0.04678363, 0.5277509, 0.9941521
0.04873294, 0.5267759, 0.01559454
0.04873294, 0.5266817, 0.03898636
0.04873294, 0.5231826, 0.07017544
0.04873294, 0.5230311, 0.07407407
0.04873294, 0.5224437, 0.1072125
0.04873294, 0.5239067, 0.1442495
0.04873294, 0.5247594, 0.331384
0.04873294, 0.5237453, 0.3489279
0.04873294, 0.5256119, 0.4093567
0.04873294, 0.5234052, 0.5048733
0.04873294, 0.5287069, 0.5243665
0.04873294, 0.5263654, 0.5575049
0.04873294, 0.5249953, 0.6198831
0.04873294, 0.5270141, 0.7543859
0.04873294, 0.5261893, 0.7641326
0.04873294, 0.5268345, 0.8693957
0.04873294, 0.5239906, 0.9649123
0.05068226, 0.5267442, 0.03703704
0.05068226, 0.5268978, 0.2612086
0.05068226, 0.5282481, 0.2904483
0.05068226, 0.5232688, 0.3567252
0.05068226, 0.5256286, 0.3898636
0.05068226, 0.5262312, 0.4015594
0.05068226, 0.5227265, 0.4678363
0.05068226, 0.5219933, 0.4814815
0.05068226, 0.5294288, 0.5302144
0.05068226, 0.5258482, 0.6140351
0.05068226, 0.5250763, 0.6218324
0.05068226, 0.5249355, 0.6237817
0.05068226, 0.5215572, 0.711501
0.05068226, 0.5248679, 0.7719298
0.05068226, 0.5254936, 0.8304093
0.05068226, 0.5259728, 0.8635477
0.05263158, 0.527494, 0.02534113
0.05263158, 0.5230542, 0.06822612
0.05263158, 0.5292251, 0.1968811
0.05263158, 0.5292197, 0.3040936
0.05263158, 0.527808, 0.3157895
0.05263158, 0.5234632, 0.4483431
0.05263158, 0.5222763, 0.4756335
0.05263158, 0.5220017, 0.4814815
0.05263158, 0.521988, 0.4873294
0.05263158, 0.5295072, 0.5302144
0.05263158, 0.525542, 0.6393762
0.05263158, 0.5248864, 0.668616
0.05263158, 0.5260996, 0.7446394
0.05263158, 0.5254399, 0.9005848
0.0545809, 0.5277877, 0.01754386
0.0545809, 0.5224845, 0.1072125
0.0545809, 0.5276244, 0.208577
0.0545809, 0.5273672, 0.3177388
0.0545809, 0.5259493, 0.3255361
0.0545809, 0.5252106, 0.3820663
0.0545809, 0.5258112, 0.4249513
0.0545809, 0.5227926, 0.465887
0.0545809, 0.5263436, 0.5165692
0.0545809, 0.5292013, 0.5360624
0.0545809, 0.5276196, 0.5477583
0.0545809, 0.5268854, 0.5536062
0.0545809, 0.5270245, 0.6042885
0.0545809, 0.5251677, 0.7699805
0.0545809, 0.5236329, 0.7797271
0.0545809, 0.5273767, 0.8810916
0.0545809, 0.5257176, 0.9220273
0.0545809, 0.5262603, 0.9356725
0.0545809, 0.5247754, 0.9863548
0.05653021, 0.527712, 0.02339181
0.05653021, 0.5243744, 0.1442495
0.05653021, 0.5266392, 0.2300195
0.05653021, 0.5267324, 0.2534113
0.05653021, 0.5292947, 0.2982456
0.05653021, 0.5240913, 0.3430799
0.05653021, 0.5271986, 0.4054581
0.05653021, 0.52282, 0.4990253
0.05653021, 0.5269836, 0.5516569
0.05653021, 0.5265013, 0.5575049
0.05653021, 0.524795, 0.6608187
0.05653021, 0.5245582, 0.6744639
0.05653021, 0.5262462, 0.7582846
0.05653021, 0.52201, 0.8031189
0.05653021, 0.5260345, 0.840156
0.05653021, 0.527118, 0.8732944
0.05653021, 0.5238826, 0.9824561
0.05847953, 0.5233738, 0.1325536
0.05847953, 0.5258294, 0.1578947
0.05847953, 0.528232, 0.3079922
0.05847953, 0.5242881, 0.374269
0.05847953, 0.5257181, 0.4327485
0.05847953, 0.5252572, 0.4366472
0.05847953, 0.5230549, 0.4717349
0.05847953, 0.5283461, 0.539961
0.05847953, 0.5265149, 0.6159844
0.05847953, 0.5253578, 0.6432748
0.05847953, 0.5251286, 0.6510721
0.05847953, 0.5230381, 0.6959065
0.05847953, 0.5258952, 0.7407407
0.05847953, 0.5258248, 0.7446394
0.05847953, 0.5241507, 0.7777778
0.05847953, 0.5270398, 0.8791423
0.05847953, 0.5260891, 0.9473684
0.05847953, 0.5242208, 0.9863548
0.06042885, 0.5271425, 0.003898636
0.06042885, 0.5245979, 0.0545809
0.06042885, 0.522695, 0.08382066
0.06042885, 0.5273482, 0.1695906
0.06042885, 0.5270547, 0.2105263
0.06042885, 0.5271084, 0.3138402
0.06042885, 0.5259258, 0.3255361
0.06042885, 0.5271532, 0.4132554
0.06042885, 0.5269831, 0.4152047
0.06042885, 0.5274706, 0.5438597
0.06042885, 0.5269939, 0.5769981
0.06042885, 0.5255494, 0.6354776
0.06042885, 0.5264599, 0.7251462
0.06042885, 0.5259932, 0.7387914
0.06042885, 0.522613, 0.7875243
0.06042885, 0.5220838, 0.7953216
0.06042885, 0.524127, 0.8187134
0.06042885, 0.5268571, 0.8791423
0.06042885, 0.5266367, 0.883041
0.06042885, 0.525287, 0.9220273
0.06042885, 0.5257645, 0.957115
0.06237817, 0.523432, 0.09551657
0.06237817, 0.5247443, 0.1423002
0.06237817, 0.5258104, 0.1539961
0.06237817, 0.5271789, 0.2417154
0.06237817, 0.5255694, 0.2592593
0.06237817, 0.5252774, 0.2631579
0.06237817, 0.5250542, 0.2670565
0.06237817, 0.5234836, 0.3547758
0.06237817, 0.5250783, 0.3781676
0.06237817, 0.5237349, 0.497076
0.06237817, 0.5255825, 0.5126706
0.06237817, 0.5286388, 0.5282651
0.06237817, 0.5285586, 0.5321637
0.06237817, 0.5272197, 0.5906433
0.06237817, 0.5274389, 0.5984405
0.06237817, 0.5251505, 0.6783625
0.06237817, 0.5256855, 0.7426901
0.06237817, 0.5253869, 0.82846
0.06237817, 0.5260137, 0.8362573
0.06237817, 0.5262535, 0.8576998
0.06237817, 0.5259593, 0.8888889
0.06237817, 0.5254059, 0.8947368
0.06237817, 0.5250162, 0.8986355
0.06237817, 0.5248289, 0.9161794
0.06237817, 0.5249768, 0.9181287
0.06432749, 0.5275999, 0.02339181
0.06432749, 0.5234107, 0.0877193
0.06432749, 0.5259646, 0.1539961
0.06432749, 0.5272524, 0.1812865
0.06432749, 0.525937, 0.2553606
0.06432749, 0.525022, 0.2709552
0.06432749, 0.5254268, 0.380117
0.06432749, 0.5257314, 0.3820663
0.06432749, 0.5279928, 0.4035088
0.06432749, 0.5245442, 0.4483431
0.06432749, 0.5239134, 0.4873294
0.06432749, 0.5262941, 0.6218324
0.06432749, 0.5251425, 0.6491228
0.06432749, 0.5233358, 0.785575
0.06432749, 0.5228359, 0.797271
0.06432749, 0.5262182, 0.8460039
0.06432749, 0.5253682, 0.9259259
0.06432749, 0.5258912, 0.9415205
0.0662768, 0.5281762, 0.01949318
0.0662768, 0.5246773, 0.07212476
0.0662768, 0.5238067, 0.0877193
0.0662768, 0.5254184, 0.1461988
0.0662768, 0.526905, 0.165692
0.0662768, 0.525773, 0.2573099
0.0662768, 0.5252578, 0.2651072
0.0662768, 0.5265123, 0.3079922
0.0662768, 0.5259848, 0.4307992
0.0662768, 0.5255352, 0.4366472
0.0662768, 0.5249954, 0.4444444
0.0662768, 0.5243852, 0.4892788
0.0662768, 0.5257373, 0.5477583
0.0662768, 0.52574, 0.6315789
0.0662768, 0.5258551, 0.6783625
0.0662768, 0.5251106, 0.7134503
0.0662768, 0.5257162, 0.7524366
0.0662768, 0.5263184, 0.7602339
0.0662768, 0.5255513, 0.8245614
0.0662768, 0.5257003, 0.8265107
0.0662768, 0.525336, 0.9239766
0.0662768, 0.5265769, 0.9493178
0.0662768, 0.5248192, 0.9727095
0.06822612, 0.5252736, 0.1072125
0.06822612, 0.5252756, 0.1091618
0.06822612, 0.5245535, 0.1325536
0.06822612, 0.5258728, 0.214425
0.06822612, 0.5263361, 0.2280702
0.06822612, 0.525757, 0.2592593
