x,y,z
0.7660819, 0.5239763, 0.7816764
0.7660819, 0.5252855, 0.8031189
0.7660819, 0.5278324, 0.8810916
0.7660819, 0.5272354, 0.9025341
0.7680312, 0.5252558, 0.05847953
0.7680312, 0.5265237, 0.07602339
0.7680312, 0.5267367, 0.1734893
0.7680312, 0.5241321, 0.214425
0.7680312, 0.5256949, 0.2826511
0.7680312, 0.5227483, 0.3255361
0.7680312, 0.5233653, 0.331384
0.7680312, 0.525494, 0.3430799
0.7680312, 0.5277474, 0.3664717
0.7680312, 0.5270308, 0.374269
0.7680312, 0.524293, 0.4814815
0.7680312, 0.5260701, 0.4951267
0.7680312, 0.526268, 0.497076
0.7680312, 0.527354, 0.6140351
0.7680312, 0.5236483, 0.6393762
0.7680312, 0.5278523, 0.6803119
0.7680312, 0.5271384, 0.6920078
0.7680312, 0.5266604, 0.7153996
0.7680312, 0.5271908, 0.8732944
0.7680312, 0.5267305, 0.9415205
0.7680312, 0.5266231, 0.9785575
0.7699805, 0.5259746, 0.01559454
0.7699805, 0.5251072, 0.0331384
0.7699805, 0.5246542, 0.05068226
0.7699805, 0.5261598, 0.1539961
0.7699805, 0.5273409, 0.2573099
0.7699805, 0.5257422, 0.3450292
0.7699805, 0.5263441, 0.4054581
0.7699805, 0.5249801, 0.4892788
0.7699805, 0.5276474, 0.6062378
0.7699805, 0.5240855, 0.6335283
0.7699805, 0.5276833, 0.6744639
0.7699805, 0.5273163, 0.6861598
0.7699805, 0.5269673, 0.6900585
0.7699805, 0.5268063, 0.8206628
0.7699805, 0.5270141, 0.8226121
0.7699805, 0.5267217, 0.8908382
0.7699805, 0.526359, 0.9005848
0.7699805, 0.5263414, 0.9083821
0.7719298, 0.5265191, 0.08187135
0.7719298, 0.5255576, 0.1481481
0.7719298, 0.5257708, 0.1500975
0.7719298, 0.5277709, 0.2475633
0.7719298, 0.5249276, 0.3099415
0.7719298, 0.5276284, 0.3645224
0.7719298, 0.5273851, 0.368421
0.7719298, 0.5258366, 0.4210526
0.7719298, 0.5266334, 0.4463938
0.7719298, 0.5238274, 0.4775828
0.7719298, 0.5277333, 0.5204678
0.7719298, 0.5270757, 0.5925926
0.7719298, 0.5272461, 0.5945419
0.7719298, 0.525768, 0.6218324
0.7719298, 0.5238945, 0.6335283
0.7719298, 0.5260807, 0.7192982
0.7719298, 0.526161, 0.7348928
0.7719298, 0.5259006, 0.7426901
0.7719298, 0.5273647, 0.8304093
0.7719298, 0.527378, 0.8323587
0.7719298, 0.5259395, 0.9005848
0.7719298, 0.5262831, 0.9298246
0.7719298, 0.5261847, 0.9356725
0.7719298, 0.5261466, 0.962963
0.7738792, 0.526493, 0.08382066
0.7738792, 0.5265005, 0.09356725
0.7738792, 0.5256649, 0.1111111
0.7738792, 0.5260518, 0.1520468
0.7738792, 0.5268896, 0.1637427
0.7738792, 0.5264661, 0.1734893
0.7738792, 0.5278629, 0.2475633
0.7738792, 0.5263599, 0.2904483
0.7738792, 0.5247615, 0.3118908
0.7738792, 0.5230788, 0.3235867
0.7738792, 0.5274611, 0.3664717
0.7738792, 0.526703, 0.454191
0.7738792, 0.5257534, 0.4619883
0.7738792, 0.5238152, 0.4814815
0.7738792, 0.5248746, 0.545809
0.7738792, 0.5246024, 0.5653021
0.7738792, 0.5258893, 0.6179338
0.7738792, 0.5258092, 0.7368421
0.7738792, 0.5246074, 0.7933723
0.7738792, 0.5259368, 0.8148148
0.7738792, 0.5266623, 0.840156
0.7738792, 0.5258238, 0.8557505
0.7758285, 0.52622, 0.02729045
0.7758285, 0.5255444, 0.03898636
0.7758285, 0.5254923, 0.1461988
0.7758285, 0.5266873, 0.1578947
0.7758285, 0.5253017, 0.2183236
0.7758285, 0.5233282, 0.3216374
0.7758285, 0.5239275, 0.3333333
0.7758285, 0.5261906, 0.4035088
0.7758285, 0.5259523, 0.5048733
0.7758285, 0.5276394, 0.5185185
0.7758285, 0.5266743, 0.5945419
0.7758285, 0.5264189, 0.6101364
0.7758285, 0.5262243, 0.6120858
0.7758285, 0.5234483, 0.6393762
0.7758285, 0.527631, 0.6764132
0.7758285, 0.5254053, 0.7446394
0.7758285, 0.5260473, 0.7699805
0.7758285, 0.527006, 0.82846
0.7758285, 0.5261425, 0.8421053
0.7758285, 0.5259835, 0.8440546
0.7758285, 0.5257845, 0.8849903
0.7758285, 0.525515, 0.920078
0.7758285, 0.5255147, 0.9298246
0.7758285, 0.5253337, 0.9454191
0.7777778, 0.5267041, 0.003898636
0.7777778, 0.525128, 0.04678363
0.7777778, 0.5249017, 0.06042885
0.7777778, 0.525872, 0.07797271
0.7777778, 0.5260204, 0.1169591
0.7777778, 0.5268809, 0.1637427
0.7777778, 0.5254712, 0.1832359
0.7777778, 0.5272527, 0.3547758
0.7777778, 0.5254173, 0.3859649
0.7777778, 0.526213, 0.4191033
0.7777778, 0.5268719, 0.454191
0.7777778, 0.5246565, 0.4912281
0.7777778, 0.5261746, 0.539961
0.7777778, 0.5258865, 0.5419104
0.7777778, 0.5266502, 0.6003898
0.7777778, 0.5249099, 0.6218324
0.7777778, 0.5238692, 0.6432748
0.7777778, 0.5241678, 0.6452242
0.7777778, 0.5255494, 0.6920078
0.7777778, 0.5250526, 0.791423
0.7777778, 0.5247534, 0.7953216
0.7777778, 0.525024, 0.8070176
0.7777778, 0.5253341, 0.8479532
0.7777778, 0.5250987, 0.8635477
0.7777778, 0.5251318, 0.8654971
0.7777778, 0.5247575, 0.9064327
0.7797271, 0.5270764, 0.005847953
0.7797271, 0.5272906, 0.01364522
0.7797271, 0.5269808, 0.02339181
0.7797271, 0.5258434, 0.04093567
0.7797271, 0.5247666, 0.05847953
0.7797271, 0.5269548, 0.09941521
0.7797271, 0.5262846, 0.1169591
0.7797271, 0.5263882, 0.1539961
0.7797271, 0.5259449, 0.2612086
0.7797271, 0.5263064, 0.3040936
0.7797271, 0.5238562, 0.331384
0.7797271, 0.5251898, 0.3391813
0.7797271, 0.5271268, 0.3528265
0.7797271, 0.5271958, 0.3664717
0.7797271, 0.5264663, 0.4132554
0.7797271, 0.5260973, 0.4210526
0.7797271, 0.5256433, 0.4307992
0.7797271, 0.5240893, 0.5633528
0.7797271, 0.5270244, 0.6803119
0.7797271, 0.5249649, 0.7465887
0.7797271, 0.5247591, 0.797271
0.7797271, 0.5262207, 0.8362573
0.7797271, 0.5249052, 0.871345
0.7797271, 0.524742, 0.8908382
0.7797271, 0.5247188, 0.9532164
0.7797271, 0.524785, 0.9551657
0.7797271, 0.5250027, 0.9688109
0.7816764, 0.5266407, 0.0877193
0.7816764, 0.5269684, 0.1052632
0.7816764, 0.5268195, 0.1111111
0.7816764, 0.5278584, 0.2495127
0.7816764, 0.52433, 0.3333333
0.7816764, 0.5251297, 0.3820663
0.7816764, 0.5250571, 0.3840156
0.7816764, 0.5258704, 0.4035088
0.7816764, 0.5260906, 0.4210526
0.7816764, 0.5262568, 0.6023392
0.7816764, 0.5273151, 0.662768
0.7816764, 0.5275353, 0.6647174
0.7816764, 0.5248504, 0.6939571
0.7816764, 0.5264337, 0.7816764
0.7816764, 0.5249014, 0.8460039
0.7816764, 0.5244212, 0.8576998
0.7816764, 0.5240547, 0.8986355
0.7816764, 0.5242457, 0.9259259
0.7816764, 0.524779, 0.9668616
0.7836257, 0.5252632, 0.04873294
0.7836257, 0.5270095, 0.1052632
0.7836257, 0.5251821, 0.128655
0.7836257, 0.5261796, 0.214425
0.7836257, 0.5270239, 0.2534113
0.7836257, 0.527581, 0.3567252
0.7836257, 0.5247235, 0.3879142
0.7836257, 0.5258486, 0.465887
0.7836257, 0.5281889, 0.5321637
0.7836257, 0.525991, 0.5945419
0.7836257, 0.5232394, 0.6315789
0.7836257, 0.5249548, 0.6471735
0.7836257, 0.5276223, 0.6744639
0.7836257, 0.5244927, 0.6978558
0.7836257, 0.5245113, 0.7153996
0.7836257, 0.5250509, 0.7953216
0.7836257, 0.5249356, 0.797271
0.7836257, 0.525601, 0.8382066
0.7836257, 0.5242146, 0.8576998
0.7836257, 0.5239567, 0.8888889
0.7836257, 0.5237872, 0.8947368
0.7836257, 0.5236104, 0.9103314
0.7836257, 0.5245244, 0.9863548
0.785575, 0.5267974, 0.03703704
0.785575, 0.525319, 0.04873294
0.785575, 0.5256273, 0.07407407
0.785575, 0.5267259, 0.1150097
0.785575, 0.526408, 0.1189084
0.785575, 0.5251994, 0.128655
0.785575, 0.5261349, 0.1676413
0.785575, 0.5284195, 0.2300195
0.785575, 0.5263866, 0.2553606
0.785575, 0.5261051, 0.3703704
0.785575, 0.5257519, 0.4288499
0.785575, 0.5240608, 0.4834308
0.785575, 0.5244411, 0.5614035
0.785575, 0.5244128, 0.6198831
0.785575, 0.5234684, 0.6276803
0.785575, 0.5277846, 0.6725146
0.785575, 0.5261328, 0.6822612
0.785575, 0.5253391, 0.6861598
0.785575, 0.5241426, 0.7329435
0.785575, 0.5260657, 0.785575
0.785575, 0.5250328, 0.797271
0.785575, 0.5245616, 0.9707602
0.7875243, 0.5251283, 0.05068226
0.7875243, 0.525156, 0.128655
0.7875243, 0.5237459, 0.1968811
0.7875243, 0.5261864, 0.3021443
0.7875243, 0.5252618, 0.3099415
0.7875243, 0.5253315, 0.3352827
0.7875243, 0.5257953, 0.4230019
0.7875243, 0.525305, 0.4990253
0.7875243, 0.5249727, 0.5575049
0.7875243, 0.5247815, 0.5692008
0.7875243, 0.5231478, 0.6354776
0.7875243, 0.5279966, 0.668616
0.7875243, 0.5253143, 0.8070176
0.7875243, 0.5236669, 0.8635477
0.7875243, 0.5232215, 0.8888889
0.7875243, 0.5230984, 0.9025341
0.7875243, 0.5229099, 0.9298246
0.7875243, 0.5245441, 0.9727095
0.7894737, 0.5260491, 0.07407407
0.7894737, 0.5265039, 0.1111111
0.7894737, 0.5254877, 0.2573099
0.7894737, 0.5255687, 0.3352827
0.7894737, 0.5264196, 0.5984405
0.7894737, 0.5236222, 0.625731
0.7894737, 0.5243042, 0.6432748
0.7894737, 0.5246051, 0.7192982
0.7894737, 0.5236794, 0.7329435
0.7894737, 0.5257787, 0.785575
0.7894737, 0.5228595, 0.8810916
0.7894737, 0.5229924, 0.8966861
0.7894737, 0.5247288, 0.9980507
0.791423, 0.5281323, 0.003898636
0.791423, 0.527194, 0.03508772
0.791423, 0.5269791, 0.08382066
0.791423, 0.5249693, 0.1734893
0.791423, 0.5236421, 0.1832359
0.791423, 0.5267264, 0.214425
0.791423, 0.5253426, 0.3060429
0.791423, 0.5249172, 0.3099415
0.791423, 0.5242318, 0.3957115
0.791423, 0.5255562, 0.4230019
0.791423, 0.5268902, 0.4639376
0.791423, 0.5257879, 0.4717349
0.791423, 0.5257496, 0.582846
0.791423, 0.5238864, 0.6413255
0.791423, 0.52472, 0.7037037
0.791423, 0.5226144, 0.883041
0.791423, 0.5227155, 0.8869396
0.791423, 0.524758, 0.9688109
0.7933723, 0.5273631, 0.0331384
0.7933723, 0.5268494, 0.09161793
0.7933723, 0.5258266, 0.1189084
0.7933723, 0.5277517, 0.2183236
0.7933723, 0.5294103, 0.2319688
0.7933723, 0.5238201, 0.2690058
0.7933723, 0.5254857, 0.3021443
0.7933723, 0.5266199, 0.3391813
0.7933723, 0.5272534, 0.3606238
0.7933723, 0.5243955, 0.4035088
0.7933723, 0.5264817, 0.5906433
0.7933723, 0.5246174, 0.6198831
0.7933723, 0.5232667, 0.6296296
0.7933723, 0.5231369, 0.6315789
0.7933723, 0.5238542, 0.6413255
0.7933723, 0.5254043, 0.7134503
0.7933723, 0.5258021, 0.8070176
0.7933723, 0.5249617, 0.8479532
0.7933723, 0.5223897, 0.8810916
0.7933723, 0.5227596, 0.8908382
0.7933723, 0.5251077, 0.9863548
0.7953216, 0.525548, 0.1617934
0.7953216, 0.5292767, 0.2378168
0.7953216, 0.5243958, 0.2612086
0.7953216, 0.5241086, 0.2787524
0.7953216, 0.5241573, 0.3157895
0.7953216, 0.5271558, 0.3606238
0.7953216, 0.5245533, 0.4113061
0.7953216, 0.5263565, 0.5536062
0.7953216, 0.5262064, 0.6783625
0.7953216, 0.5245163, 0.6900585
0.7953216, 0.5248536, 0.6978558
0.7953216, 0.5225585, 0.871345
0.7953216, 0.5223206, 0.8810916
0.7953216, 0.5228426, 0.8908382
0.7953216, 0.5232204, 0.8986355
0.7953216, 0.522337, 0.9259259
0.7953216, 0.5252364, 0.9824561
0.7953216, 0.5254855, 0.9902534
0.797271, 0.5281618, 0.01169591
0.797271, 0.5281101, 0.02339181
0.797271, 0.5253272, 0.04483431
0.797271, 0.5263941, 0.09356725
0.797271, 0.5255439, 0.09941521
0.797271, 0.5255777, 0.1637427
0.797271, 0.5239953, 0.1812865
0.797271, 0.523454, 0.1851852
0.797271, 0.5289162, 0.2280702
0.797271, 0.5247638, 0.2846004
0.797271, 0.5272154, 0.3430799
0.797271, 0.5277344, 0.3528265
0.797271, 0.5241216, 0.380117
0.797271, 0.525454, 0.4249513
0.797271, 0.5269042, 0.5497076
0.797271, 0.5231225, 0.6335283
0.797271, 0.5241464, 0.6432748
0.797271, 0.5250344, 0.6471735
0.797271, 0.5260428, 0.7680312
0.797271, 0.5247388, 0.785575
0.797271, 0.5259189, 0.840156
0.797271, 0.5258641, 0.8421053
0.797271, 0.5225753, 0.8849903
0.797271, 0.5255105, 0.9824561
0.7992203, 0.5272142, 0.0877193
0.7992203, 0.5269089, 0.08966862
0.7992203, 0.5251619, 0.1130604
0.7992203, 0.5241311, 0.1384016
0.7992203, 0.5288661, 0.2358674
0.7992203, 0.5267041, 0.2495127
0.7992203, 0.5243171, 0.2768031
0.7992203, 0.5245621, 0.2807018
0.7992203, 0.5276307, 0.3528265
0.7992203, 0.5281214, 0.5126706
0.7992203, 0.5282522, 0.539961
0.7992203, 0.5276447, 0.6003898
0.7992203, 0.5264878, 0.6549708
0.7992203, 0.5238157, 0.7504873
0.7992203, 0.5248989, 0.7777778
0.7992203, 0.5258209, 0.8479532
0.7992203, 0.5239581, 0.9005848
0.7992203, 0.5256304, 0.9610137
0.7992203, 0.5256872, 0.9805068
0.8011696, 0.527808, 0.01364522
0.8011696, 0.52743, 0.02729045
0.8011696, 0.5246838, 0.1072125
0.8011696, 0.5246428, 0.1306043
0.8011696, 0.5228706, 0.202729
0.8011696, 0.5270796, 0.3430799
0.8011696, 0.5241832, 0.3976608
0.8011696, 0.5250572, 0.4873294
0.8011696, 0.5256738, 0.4951267
0.8011696, 0.5293053, 0.5185185
0.8011696, 0.5268337, 0.582846
0.8011696, 0.5278458, 0.5984405
0.8011696, 0.5246323, 0.6237817
0.8011696, 0.5251865, 0.6822612
0.8011696, 0.5251371, 0.6939571
0.8011696, 0.5264711, 0.7037037
0.8011696, 0.5249797, 0.8576998
0.8011696, 0.5240286, 0.8947368
0.8011696, 0.5257634, 0.9707602
0.8011696, 0.5258273, 0.9785575
0.8031189, 0.5270044, 0.02923977
0.8031189, 0.5265089, 0.06822612
0.8031189, 0.5248826, 0.128655
0.8031189, 0.5252765, 0.288499
0.8031189, 0.5250044, 0.3001949
0.8031189, 0.5242309, 0.3196881
0.8031189, 0.5246217, 0.3937622
0.8031189, 0.5280374, 0.4424951
0.8031189, 0.5272814, 0.4561403
0.8031189, 0.5264752, 0.4678363
0.8031189, 0.5258195, 0.4736842
0.8031189, 0.5250189, 0.4834308
0.8031189, 0.5258809, 0.5575049
0.8031189, 0.526392, 0.6569201
0.8031189, 0.5268177, 0.6705653
0.8031189, 0.5243498, 0.7348928
0.8031189, 0.524528, 0.7894737
0.8031189, 0.5264658, 0.8031189
0.8031189, 0.5254014, 0.8265107
0.8031189, 0.5265258, 0.8421053
0.8031189, 0.526316, 0.8479532
0.8031189, 0.5227758, 0.871345
0.8031189, 0.524878, 0.9005848
0.8031189, 0.5249271, 0.9044834
0.8050683, 0.5274636, 0.0214425
0.8050683, 0.5272526, 0.02534113
0.8050683, 0.5256376, 0.03703704
0.8050683, 0.5245887, 0.04288499
0.8050683, 0.5273013, 0.07407407
0.8050683, 0.5277573, 0.08187135
0.8050683, 0.5274434, 0.08576998
0.8050683, 0.5255856, 0.09551657
0.8050683, 0.5250124, 0.128655
0.8050683, 0.5228642, 0.2007797
0.8050683, 0.5261676, 0.2183236
0.8050683, 0.5250847, 0.2768031
0.8050683, 0.5264636, 0.3606238
0.8050683, 0.5272787, 0.454191
0.8050683, 0.5260977, 0.4990253
0.8050683, 0.5258373, 0.5614035
0.8050683, 0.5252235, 0.6218324
0.8050683, 0.5236808, 0.6296296
0.8050683, 0.5230386, 0.6354776
0.8050683, 0.5268582, 0.662768
0.8050683, 0.525643, 0.7602339
0.8050683, 0.5241425, 0.785575
0.8050683, 0.5256606, 0.8304093
0.8050683, 0.5227498, 0.8752437
0.8050683, 0.5233475, 0.883041
0.8050683, 0.5241479, 0.8888889
0.8050683, 0.5242993, 0.9337232
0.8050683, 0.5247582, 0.9395711
0.8050683, 0.525382, 0.9454191
0.8050683, 0.526053, 0.9532164
0.8050683, 0.52624, 0.9590643
0.8070176, 0.5237404, 0.04678363
0.8070176, 0.5232958, 0.1968811
0.8070176, 0.5247083, 0.3099415
0.8070176, 0.5244605, 0.3157895
0.8070176, 0.5255496, 0.4736842
0.8070176, 0.52916, 0.5224171
0.8070176, 0.5269957, 0.539961
0.8070176, 0.5252726, 0.6218324
0.8070176, 0.5267725, 0.6647174
0.8070176, 0.5252291, 0.6920078
0.8070176, 0.528079, 0.7192982
0.8070176, 0.5259376, 0.7621832
0.8070176, 0.5265605, 0.8479532
0.8070176, 0.523827, 0.8654971
0.8070176, 0.5232132, 0.8693957
0.8070176, 0.5230215, 0.871345
0.8070176, 0.5251758, 0.91423
0.8089669, 0.5237852, 0.04483431
0.8089669, 0.5272768, 0.08576998
0.8089669, 0.5252714, 0.1130604
0.8089669, 0.5256641, 0.122807
0.8089669, 0.5236063, 0.1968811
0.8089669, 0.5254676, 0.2183236
0.8089669, 0.5260011, 0.251462
0.8089669, 0.525743, 0.2807018
0.8089669, 0.5258428, 0.2846004
0.8089669, 0.5250397, 0.3079922
0.8089669, 0.5254754, 0.3898636
0.8089669, 0.5269247, 0.4307992
0.8089669, 0.5275784, 0.4483431
0.8089669, 0.5253668, 0.4736842
0.8089669, 0.5247996, 0.4873294
0.8089669, 0.5250803, 0.4912281
0.8089669, 0.5262902, 0.5711501
0.8089669, 0.5265806, 0.5847953
0.8089669, 0.5263443, 0.7290449
0.8089669, 0.5262018, 0.7641326
0.8089669, 0.52621, 0.7992203
0.8089669, 0.5250695, 0.8226121
0.8089669, 0.5266977, 0.8421053
0.8109162, 0.5269866, 0.0214425
0.8109162, 0.5233732, 0.05653021
0.8109162, 0.5263444, 0.07212476
0.8109162, 0.5264083, 0.09161793
0.8109162, 0.5257211, 0.1539961
0.8109162, 0.5258593, 0.1851852
0.8109162, 0.5233704, 0.2046784
0.8109162, 0.5257379, 0.2222222
0.8109162, 0.5264367, 0.2319688
0.8109162, 0.526022, 0.251462
0.8109162, 0.5259039, 0.2787524
0.8109162, 0.525295, 0.3079922
0.8109162, 0.5255895, 0.337232
0.8109162, 0.5239866, 0.4093567
0.8109162, 0.5259673, 0.4249513
0.8109162, 0.528635, 0.5204678
0.8109162, 0.5261365, 0.5730994
0.8109162, 0.5262137, 0.5808967
0.8109162, 0.5258306, 0.6569201
0.8109162, 0.5262912, 0.6705653
0.8109162, 0.5260842, 0.6725146
0.8109162, 0.5250987, 0.6803119
0.8109162, 0.5285542, 0.7192982
0.8109162, 0.527878, 0.7231969
0.8109162, 0.5253214, 0.7524366
0.8109162, 0.5245872, 0.7875243
0.8109162, 0.5258114, 0.8538012
0.8109162, 0.5233009, 0.8693957
0.8109162, 0.5259225, 0.91423
0.8109162, 0.5263535, 0.9590643
0.8109162, 0.5260023, 0.9688109
0.8109162, 0.5265317, 0.9844055
0.8128655, 0.5245752, 0.06432749
0.8128655, 0.526596, 0.07602339
0.8128655, 0.5262095, 0.1559454
0.8128655, 0.5261187, 0.2319688
0.8128655, 0.5263534, 0.2436647
0.8128655, 0.52587, 0.3450292
0.8128655, 0.5261242, 0.3508772
0.8128655, 0.5256868, 0.3664717
0.8128655, 0.5249201, 0.3996101
0.8128655, 0.5247549, 0.4912281
0.8128655, 0.5256233, 0.4990253
0.8128655, 0.5266129, 0.5068226
0.8128655, 0.5269268, 0.508772
0.8128655, 0.5256225, 0.5419104
0.8128655, 0.5246503, 0.5497076
0.8128655, 0.5259042, 0.582846
0.8128655, 0.5263386, 0.588694
0.8128655, 0.525506, 0.6549708
0.8128655, 0.526378, 0.668616
0.8128655, 0.5260847, 0.7563353
0.8128655, 0.5263876, 0.7699805
0.8128655, 0.5253608, 0.8167641
0.8128655, 0.5237465, 0.8791423
0.8128655, 0.5253406, 0.8888889
0.8128655, 0.5262856, 0.9590643
0.8128655, 0.5258558, 0.9688109
0.8128655, 0.5257957, 0.9707602
0.8148148, 0.522776, 0.04873294
0.8148148, 0.5231566, 0.05847953
0.8148148, 0.5267025, 0.07992203
0.8148148, 0.526876, 0.08382066
0.8148148, 0.5264828, 0.09161793
0.8148148, 0.5262893, 0.09356725
0.8148148, 0.5263248, 0.1306043
0.8148148, 0.5257788, 0.1423002
0.8148148, 0.526377, 0.2807018
0.8148148, 0.5243508, 0.4113061
0.8148148, 0.5249147, 0.417154
0.8148148, 0.527003, 0.4288499
0.8148148, 0.5265755, 0.4522417
0.8148148, 0.5259362, 0.6725146
0.8148148, 0.5250404, 0.82846
0.8148148, 0.5267596, 0.8986355
0.8148148, 0.5257226, 0.9688109
0.8148148, 0.5264651, 0.9863548
0.8148148, 0.5266475, 0.9883041
0.8167641, 0.5260036, 0.1013645
0.8167641, 0.5260577, 0.1052632
0.8167641, 0.5259339, 0.1910331
0.8167641, 0.5248376, 0.1968811
0.8167641, 0.5242025, 0.2163743
0.8167641, 0.525181, 0.2261209
0.8167641, 0.5259359, 0.2397661
0.8167641, 0.5260473, 0.2651072
0.8167641, 0.5247613, 0.3274854
0.8167641, 0.5259594, 0.3820663
0.8167641, 0.5261484, 0.3859649
0.8167641, 0.52706, 0.4483431
0.8167641, 0.5240876, 0.4873294
0.8167641, 0.5254901, 0.5009747
0.8167641, 0.524656, 0.5438597
0.8167641, 0.5273167, 0.6062378
0.8167641, 0.5269644, 0.6101364
0.8167641, 0.5234713, 0.6452242
0.8167641, 0.524762, 0.8245614
0.8167641, 0.5261225, 0.840156
0.8167641, 0.5266416, 0.9902534
0.8187134, 0.5252165, 0.005847953
0.8187134, 0.5261055, 0.01364522
0.8187134, 0.5247122, 0.03703704
0.8187134, 0.5244323, 0.06822612
0.8187134, 0.5265135, 0.08576998
0.8187134, 0.5248404, 0.2261209
0.8187134, 0.525261, 0.3216374
0.8187134, 0.5253402, 0.4580897
0.8187134, 0.5237441, 0.5614035
0.8187134, 0.5250684, 0.5847953
0.8187134, 0.5272428, 0.6062378
0.8187134, 0.5225621, 0.6354776
0.8187134, 0.5230538, 0.6432748
0.8187134, 0.5237648, 0.6471735
0.8187134, 0.5257821, 0.7407407
0.8187134, 0.5275733, 0.7621832
0.8187134, 0.5265757, 0.8050683
0.8187134, 0.5250113, 0.8557505
0.8187134, 0.5269623, 0.8966861
0.8187134, 0.527081, 0.9434698
0.8206628, 0.5263497, 0.01754386
0.8206628, 0.5262529, 0.02534113
0.8206628, 0.5266871, 0.1890838
0.8206628, 0.5234845, 0.2105263
0.8206628, 0.5250841, 0.2358674
0.8206628, 0.5253619, 0.2397661
0.8206628, 0.5258915, 0.2475633
0.8206628, 0.5260678, 0.251462
0.8206628, 0.5274379, 0.2904483
0.8206628, 0.5261396, 0.3840156
0.8206628, 0.5254885, 0.3996101
0.8206628, 0.5235556, 0.4795322
0.8206628, 0.525241, 0.502924
0.8206628, 0.5265591, 0.5126706
0.8206628, 0.5233347, 0.5497076
0.8206628, 0.5236521, 0.6471735
0.8206628, 0.5259228, 0.6647174
0.8206628, 0.5255201, 0.6978558
0.8206628, 0.5258567, 0.8128655
0.8206628, 0.5256128, 0.8148148
0.8206628, 0.5249718, 0.82846
0.8206628, 0.5246892, 0.8810916
0.8206628, 0.5250296, 0.883041
0.8206628, 0.5268695, 0.9239766
0.8206628, 0.5273235, 0.9356725
0.8206628, 0.5263754, 0.9941521
0.8226121, 0.5259637, 0.01364522
0.8226121, 0.5279883, 0.1189084
0.8226121, 0.527124, 0.1364522
0.8226121, 0.5286934, 0.1754386
0.8226121, 0.5264329, 0.1910331
0.8226121, 0.5277784, 0.2923976
0.8226121, 0.5274643, 0.3079922
0.8226121, 0.5248894, 0.3508772
0.8226121, 0.5271132, 0.4249513
0.8226121, 0.526816, 0.4463938
0.8226121, 0.5246535, 0.4580897
0.8226121, 0.5259709, 0.5107213
0.8226121, 0.5270091, 0.6101364
0.8226121, 0.5251306, 0.6725146
0.8226121, 0.527436, 0.7076023
0.8226121, 0.5281634, 0.7270955
0.8226121, 0.5262517, 0.7875243
0.8226121, 0.5264771, 0.8089669
0.8226121, 0.5249669, 0.8245614
0.8226121, 0.5257732, 0.8382066
0.8226121, 0.5272874, 0.9259259
0.8226121, 0.5249138, 0.9805068
0.8245614, 0.5255229, 0.009746589
0.8245614, 0.5259491, 0.02534113
0.8245614, 0.5254791, 0.08187135
0.8245614, 0.5245455, 0.2007797
0.8245614, 0.5236937, 0.2241715
0.8245614, 0.5265152, 0.3196881
0.8245614, 0.5247837, 0.3567252
0.8245614, 0.5254214, 0.4015594
0.8245614, 0.5244177, 0.5769981
0.8245614, 0.5236718, 0.6491228
0.8245614, 0.5268403, 0.7387914
0.8245614, 0.5281631, 0.7699805
0.8245614, 0.5258597, 0.840156
0.8245614, 0.5278532, 0.9044834
0.8265107, 0.5241016, 0.03703704
0.8265107, 0.5238528, 0.06822612
0.8265107, 0.5282692, 0.165692
0.8265107, 0.5256229, 0.2495127
0.8265107, 0.5265275, 0.2768031
0.8265107, 0.5276557, 0.2865497
0.8265107, 0.5280512, 0.3118908
0.8265107, 0.5243282, 0.3430799
0.8265107, 0.5245596, 0.3586745
0.8265107, 0.5257322, 0.3937622
0.8265107, 0.523506, 0.539961
0.8265107, 0.5233286, 0.5419104
0.8265107, 0.5274515, 0.6062378
0.8265107, 0.5273037, 0.7797271
0.8265107, 0.5275667, 0.9005848
0.8265107, 0.5277494, 0.9025341
0.8265107, 0.5279978, 0.9064327
0.8265107, 0.5280738, 0.91423
0.8265107, 0.5269827, 0.9493178
0.82846, 0.5271908, 0.1832359
0.82846, 0.5263984, 0.1890838
0.82846, 0.5254872, 0.1949318
0.82846, 0.524242, 0.3489279
0.82846, 0.5277836, 0.4385965
0.82846, 0.5241547, 0.454191
0.82846, 0.5241603, 0.5009747
0.82846, 0.5274576, 0.6023392
0.82846, 0.5240148, 0.6549708
0.82846, 0.5265456, 0.7076023
0.82846, 0.5283129, 0.7173489
0.82846, 0.527918, 0.7524366
0.82846, 0.5282106, 0.9122807
0.82846, 0.5251288, 0.957115
0.82846, 0.5237328, 0.9727095
0.8304093, 0.5241299, 0.07017544
0.8304093, 0.5279557, 0.1111111
0.8304093, 0.5279287, 0.1345029
0.8304093, 0.5269228, 0.1500975
0.8304093, 0.5230234, 0.2222222
0.8304093, 0.5290685, 0.3040936
0.8304093, 0.5230284, 0.465887
0.8304093, 0.5227485, 0.4717349
0.8304093, 0.522587, 0.4756335
0.8304093, 0.5238135, 0.5672514
0.8304093, 0.5232074, 0.6471735
0.8304093, 0.5242875, 0.6647174
0.8304093, 0.5228166, 0.6861598
0.8304093, 0.528401, 0.9239766
0.8323587, 0.5285632, 0.1189084
0.8323587, 0.5286604, 0.1267056
0.8323587, 0.5272736, 0.1403509
0.8323587, 0.5272533, 0.1676413
0.8323587, 0.5247806, 0.1968811
0.8323587, 0.5230833, 0.2105263
